"sessionid","applicationid","starttime","endtime","category","use","item","count","time"
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","search","perform search",,13,1605
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","search","select property",,4,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","search","change page",,2,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","selection","select parcels",,16,2685
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","selection","find abutters",,1,1092
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","property info","get property data",,16,4634
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","property info","open panel",,5,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","property info","select parcel on map",,12,1921
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map tip","show tip",,48,6014
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","change base map","Aerial Photo",2,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","change base map","Base Map",2,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","change base map","OpenStreetMap",1,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","change base map","MapQuest",1,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","pick measure length tool",,1,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","map","pick identify tool",,1,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","abutters","open panel",,2,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","abutters","change distance",,1,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","abutters","sort",,2,
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","abutters","export mailing labels",,1,
